Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,City,State,Country,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Age,Gender
9293,AZ-537-7783048,09-05-2012,11-05-2012,Same Day,CU-35099,Amazon Customer,Consumer,90001.0,Seattle,Washington,United States,US,West,TEC-PH-1384,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",1635.51,5,0.0,388.6,202.8,Critical,33,Male
9294,AZ-353-9230798,26-04-2013,29-04-2013,Second Class,CU-25115,Amazon Customer,Consumer,,Seattle,Washington,United States,LATAM,West,TEC-PH-6878,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",53.9,3,0.1,6.71,13.75,Critical,53,Female
9295,AZ-615-5464165,18-03-2014,23-03-2014,Second Class,CU-13353,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-3865,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",612.89,2,0.0,145.4,78.18,Low,64,Female
9296,AZ-119-8550576,05-05-2014,08-05-2014,Second Class,CU-91323,Amazon Customer,Consumer,10001.0,Seattle,Washington,United States,US,West,TEC-PH-4231,Technology,Smartphones,"Motorola Edge Plus, Full Size",376.21,1,0.1,51.7,47.32,Medium,52,Male
9297,AZ-634-3281892,08-05-2014,11-05-2014,Same Day,CU-84196,Amazon Customer,Home Office,60601.0,Seattle,Washington,United States,LATAM,West,TEC-PH-7122,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",230.61,5,0.0,54.22,34.3,Medium,40,Female
9298,AZ-545-1815982,22-01-2012,28-01-2012,Second Class,CU-46273,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-8490,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,1645.72,3,0.2,62.31,199.72,Medium,63,Female
9299,AZ-235-7856612,04-09-2012,09-09-2012,Standard Class,CU-30720,Amazon Customer,Consumer,90001.0,Seattle,Washington,United States,US,West,TEC-PH-8316,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",94.37,5,0.6,-34.48,14.48,Critical,39,Female
9300,AZ-859-4323180,08-10-2013,11-10-2013,Same Day,CU-11290,Amazon Customer,Consumer,,Seattle,Washington,United States,LATAM,West,TEC-PH-2770,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",31.04,3,0.6,-11.65,7.83,Critical,57,Male
9301,AZ-708-2583750,26-06-2013,29-06-2013,First Class,CU-84696,Amazon Customer,Corporate,30301.0,Seattle,Washington,United States,EU,West,TEC-PH-9767,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",1283.88,5,0.0,304.9,160.7,High,22,Male
9302,AZ-866-4346709,18-07-2014,23-07-2014,Second Class,CU-53106,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-8237,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",941.66,5,0.0,223.64,117.73,Low,31,Male
9303,AZ-232-2867540,25-02-2014,03-03-2014,Standard Class,CU-34355,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-1096,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,166.17,2,0.0,39.26,22.87,Critical,68,Male
9304,AZ-225-3066776,06-07-2014,10-07-2014,First Class,CU-33024,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-3350,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",153.24,1,0.6,-55.74,21.08,High,35,Female
9305,AZ-116-2333809,11-09-2012,14-09-2012,Second Class,CU-58284,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-8432,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",144.54,2,0.0,34.08,20.59,Low,63,Male
9306,AZ-746-5115061,02-11-2014,07-11-2014,Same Day,CU-13984,Amazon Customer,Corporate,,Seattle,Washington,United States,EU,West,TEC-PH-5620,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",29.08,2,0.1,3.8,5.67,High,57,Male
9307,AZ-477-5752177,09-09-2015,11-09-2015,Second Class,CU-33332,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-1839,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,248.16,1,0.1,33.73,34.96,High,29,Female
9308,AZ-159-2298898,30-12-2012,04-01-2013,Second Class,CU-27072,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-5946,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",163.97,4,0.0,38.75,22.46,High,62,Male
9309,AZ-727-7646695,17-08-2012,21-08-2012,First Class,CU-83396,Amazon Customer,Corporate,10001.0,Seattle,Washington,United States,APAC,West,TEC-PH-4435,Technology,Smartphones,"Motorola Edge Plus, Full Size",298.5,4,0.0,70.5,41.29,Low,22,Female
9310,AZ-784-6948602,09-01-2013,11-01-2013,Second Class,CU-50558,Amazon Customer,Consumer,90001.0,Seattle,Washington,United States,EU,West,TEC-PH-1938,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",1663.28,4,0.0,395.25,205.69,Medium,54,Male
9311,AZ-597-2430888,06-12-2015,09-12-2015,Standard Class,CU-79444,Amazon Customer,Consumer,60601.0,Seattle,Washington,United States,APAC,West,TEC-PH-9724,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",90.38,2,0.0,21.09,15.03,Critical,59,Male
9312,AZ-922-8857983,25-06-2013,29-06-2013,Second Class,CU-61502,Amazon Customer,Home Office,,Seattle,Washington,United States,US,West,TEC-PH-5778,Technology,Smartphones,"Motorola Edge Plus, Full Size",75.73,2,0.0,17.83,10.98,Critical,27,Male
9313,AZ-548-3148191,12-09-2015,14-09-2015,First Class,CU-46559,Amazon Customer,Corporate,,Seattle,Washington,United States,Africa,West,TEC-PH-3648,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",58.6,3,0.0,13.21,14.37,Critical,30,Female
9314,AZ-779-8818420,10-12-2012,12-12-2012,Second Class,CU-13103,Amazon Customer,Corporate,,Seattle,Washington,United States,LATAM,West,TEC-PH-1560,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",616.23,5,0.0,146.16,78.98,High,31,Male
9315,AZ-911-6189566,10-09-2013,13-09-2013,Standard Class,CU-13303,Amazon Customer,Consumer,90001.0,Seattle,Washington,United States,US,West,TEC-PH-7949,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",206.75,2,0.6,-75.21,28.51,Low,30,Female
9316,AZ-229-8970766,17-07-2012,21-07-2012,Second Class,CU-88002,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-7585,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",774.05,3,0.0,183.76,97.52,Low,42,Male
9317,AZ-248-2033687,01-11-2015,06-11-2015,Same Day,CU-96892,Amazon Customer,Corporate,90001.0,Seattle,Washington,United States,APAC,West,TEC-PH-2216,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",176.41,1,0.1,23.77,26.87,Critical,39,Male
9318,AZ-917-4376848,08-03-2015,13-03-2015,Standard Class,CU-72637,Amazon Customer,Consumer,10001.0,Seattle,Washington,United States,US,West,TEC-PH-5222,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,25.21,1,0.2,0.43,8.28,Critical,65,Female
9319,AZ-722-9965043,09-06-2014,15-06-2014,Second Class,CU-94431,Amazon Customer,Corporate,,Seattle,Washington,United States,EU,West,TEC-PH-3733,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,98.94,2,0.2,3.56,13.82,Low,37,Male
9320,AZ-599-2075091,22-04-2014,26-04-2014,First Class,CU-13687,Amazon Customer,Home Office,60601.0,Seattle,Washington,United States,EU,West,TEC-PH-9476,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",343.46,5,0.1,46.92,45.94,High,63,Male
9321,AZ-310-6825169,22-04-2013,26-04-2013,Same Day,CU-73675,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-3187,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",278.24,3,0.2,10.2,37.11,Medium,45,Female
9322,AZ-695-3810909,31-01-2012,04-02-2012,First Class,CU-63552,Amazon Customer,Consumer,,Seattle,Washington,United States,LATAM,West,TEC-PH-7759,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",450.34,5,0.0,106.63,59.52,Low,67,Female
9323,AZ-676-7075090,21-12-2013,27-12-2013,First Class,CU-45140,Amazon Customer,Home Office,,Seattle,Washington,United States,US,West,TEC-PH-6031,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,672.47,1,0.0,159.41,87.03,Medium,41,Male
9324,AZ-321-1889515,15-10-2013,21-10-2013,Second Class,CU-51070,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-2851,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",754.5,1,0.0,178.63,99.91,High,44,Female
9325,AZ-841-8179164,04-02-2014,08-02-2014,Second Class,CU-99619,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-7211,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",71.9,5,0.0,16.64,13.36,Critical,22,Male
9326,AZ-688-2505859,25-02-2012,27-02-2012,Second Class,CU-81077,Amazon Customer,Consumer,10001.0,Seattle,Washington,United States,US,West,TEC-PH-7001,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",41.77,1,0.2,1.33,7.58,Medium,45,Male
9327,AZ-976-2497488,09-09-2013,11-09-2013,First Class,CU-75251,Amazon Customer,Consumer,,Seattle,Washington,United States,EU,West,TEC-PH-7468,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,139.78,5,0.0,32.89,20.59,High,41,Female
9328,AZ-964-3767359,01-04-2015,04-04-2015,First Class,CU-46022,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-4605,Technology,Smartphones,"Motorola Edge Plus, Full Size",223.35,4,0.0,52.54,33.02,Low,55,Female
9329,AZ-187-4966416,10-11-2013,16-11-2013,Second Class,CU-40718,Amazon Customer,Consumer,,Seattle,Washington,United States,LATAM,West,TEC-PH-8428,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",53.93,2,0.1,7.17,9.24,High,34,Male
9330,AZ-149-2470566,10-06-2015,16-06-2015,Second Class,CU-84599,Amazon Customer,Corporate,60601.0,Seattle,Washington,United States,US,West,TEC-PH-7101,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",638.09,5,0.2,23.7,82.02,Critical,50,Female
9331,AZ-467-6776295,27-08-2012,02-09-2012,Second Class,CU-64090,Amazon Customer,Corporate,30301.0,Seattle,Washington,United States,LATAM,West,TEC-PH-8548,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",1486.87,3,0.0,353.24,184.78,Medium,42,Female
9332,AZ-591-2812146,21-01-2012,23-01-2012,Standard Class,CU-18682,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-4752,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",66.91,1,0.0,15.28,14.45,Critical,35,Female
9333,AZ-878-1867595,24-07-2015,30-07-2015,Standard Class,CU-47552,Amazon Customer,Home Office,,Seattle,Washington,United States,APAC,West,TEC-PH-8743,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",201.73,3,0.0,47.45,29.85,Medium,29,Male
9334,AZ-496-9387903,17-12-2014,20-12-2014,Standard Class,CU-53995,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-4475,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",161.58,3,0.2,5.64,24.39,Low,25,Female
9335,AZ-619-6868992,17-06-2015,20-06-2015,First Class,CU-27419,Amazon Customer,Corporate,10001.0,Seattle,Washington,United States,APAC,West,TEC-PH-3229,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",311.92,4,0.0,74.01,39.72,High,25,Male
9336,AZ-876-3153947,23-01-2014,26-01-2014,Standard Class,CU-35939,Amazon Customer,Corporate,,Seattle,Washington,United States,LATAM,West,TEC-PH-5562,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",195.79,4,0.0,46.06,28.83,Low,55,Female
9337,AZ-997-1687693,28-02-2012,02-03-2012,Second Class,CU-62506,Amazon Customer,Corporate,,Seattle,Washington,United States,EU,West,TEC-PH-5545,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",138.08,4,0.4,-22.61,18.94,Medium,48,Male
9338,AZ-339-6791427,17-12-2013,20-12-2013,Second Class,CU-30632,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-4742,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",164.62,2,0.1,22.51,21.82,Medium,57,Male
9339,AZ-941-8450242,30-06-2015,02-07-2015,First Class,CU-15553,Amazon Customer,Corporate,,Seattle,Washington,United States,LATAM,West,TEC-PH-2595,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",133.24,4,0.0,31.62,16.86,Critical,23,Female
9340,AZ-489-1300374,29-12-2012,02-01-2013,Standard Class,CU-18545,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-9006,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,698.98,5,0.6,-253.63,89.87,Medium,51,Female
9341,AZ-872-2366769,06-11-2013,12-11-2013,Standard Class,CU-44850,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-9936,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",1848.85,5,0.1,254.37,229.56,Medium,69,Male
9342,AZ-486-4531145,18-11-2014,24-11-2014,Same Day,CU-90810,Amazon Customer,Consumer,,Seattle,Washington,United States,EU,West,TEC-PH-9291,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",98.48,5,0.1,13.06,17.1,High,43,Female
9343,AZ-782-5837645,24-08-2014,26-08-2014,Same Day,CU-46341,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-2168,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",78.69,1,0.2,2.18,17.54,Medium,37,Male
9344,AZ-248-6676411,13-10-2012,16-10-2012,First Class,CU-59331,Amazon Customer,Corporate,60601.0,Seattle,Washington,United States,APAC,West,TEC-PH-8594,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",89.05,3,0.0,20.79,14.7,Low,35,Male
9345,AZ-910-6013531,24-06-2014,28-06-2014,Standard Class,CU-58004,Amazon Customer,Consumer,60601.0,Seattle,Washington,United States,US,West,TEC-PH-2399,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",62.26,1,0.0,14.45,11.12,Medium,25,Male
9346,AZ-248-3398487,13-10-2013,16-10-2013,Same Day,CU-73526,Amazon Customer,Corporate,30301.0,Seattle,Washington,United States,EU,West,TEC-PH-9360,Technology,Smartphones,"Motorola Edge Plus, Full Size",335.28,4,0.0,79.51,43.09,High,25,Female
9347,AZ-281-4158181,05-04-2014,10-04-2014,Second Class,CU-36302,Amazon Customer,Home Office,,Seattle,Washington,United States,US,West,TEC-PH-8950,Technology,Smartphones,"Motorola Edge Plus, Full Size",454.22,3,0.0,107.36,61.96,Low,54,Female
9348,AZ-116-6686421,08-12-2012,12-12-2012,Standard Class,CU-63063,Amazon Customer,Home Office,,Seattle,Washington,United States,US,West,TEC-PH-1769,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",29.35,2,0.2,0.26,12.12,Medium,29,Female
9349,AZ-438-5768585,22-11-2012,27-11-2012,First Class,CU-23930,Amazon Customer,Consumer,,Seattle,Washington,United States,LATAM,West,TEC-PH-6203,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",560.1,4,0.0,132.55,74.78,Critical,20,Male
9350,AZ-288-7814780,12-10-2012,15-10-2012,Same Day,CU-79265,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-6339,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",334.28,5,0.0,79.06,45.12,Low,20,Male
9351,AZ-393-2222465,23-03-2013,29-03-2013,Same Day,CU-49029,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-6896,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",190.6,4,0.0,44.71,29.43,High,67,Male
9352,AZ-132-4856798,14-12-2015,19-12-2015,Standard Class,CU-68063,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-3427,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,280.1,1,0.1,38.37,36.48,Low,61,Female
9353,AZ-723-7352420,25-03-2013,31-03-2013,Standard Class,CU-76514,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-3898,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",2060.5,5,0.4,-334.26,251.86,Critical,54,Female
9354,AZ-530-4347950,21-10-2012,26-10-2012,Same Day,CU-78686,Amazon Customer,Corporate,,Seattle,Washington,United States,LATAM,West,TEC-PH-5242,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",1152.34,3,0.4,-187.1,142.45,Low,57,Female
9355,AZ-199-9055830,17-09-2015,19-09-2015,Standard Class,CU-66796,Amazon Customer,Consumer,,Seattle,Washington,United States,LATAM,West,TEC-PH-3521,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,264.41,2,0.0,62.18,39.26,Critical,49,Female
9356,AZ-519-8774296,18-04-2013,22-04-2013,Standard Class,CU-76382,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-2502,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",2497.43,5,0.0,594.09,302.65,Medium,59,Female
9357,AZ-308-7123790,06-05-2015,10-05-2015,Same Day,CU-17035,Amazon Customer,Home Office,,Seattle,Washington,United States,APAC,West,TEC-PH-9515,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",71.36,2,0.0,16.33,15.07,High,60,Female
9358,AZ-848-7260432,09-04-2015,11-04-2015,Same Day,CU-11296,Amazon Customer,Corporate,,Seattle,Washington,United States,Africa,West,TEC-PH-1713,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",720.9,1,0.0,171.34,88.84,Medium,42,Male
9359,AZ-377-4299280,28-11-2014,01-12-2014,First Class,CU-64798,Amazon Customer,Consumer,30301.0,Seattle,Washington,United States,LATAM,West,TEC-PH-6100,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",1243.9,5,0.2,46.87,153.22,High,36,Female
9360,AZ-305-5818529,10-05-2012,15-05-2012,Standard Class,CU-10167,Amazon Customer,Consumer,10001.0,Seattle,Washington,United States,EU,West,TEC-PH-1424,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,622.78,4,0.0,147.53,81.63,Medium,55,Male
9361,AZ-957-5512620,02-05-2015,06-05-2015,First Class,CU-33810,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-5365,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",415.94,1,0.0,98.45,55.33,High,38,Male
9362,AZ-961-9411727,11-12-2012,14-12-2012,Second Class,CU-71093,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-9623,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",172.86,5,0.0,40.42,27.91,Low,28,Female
9363,AZ-137-2458071,22-02-2013,24-02-2013,Second Class,CU-70296,Amazon Customer,Home Office,,Seattle,Washington,United States,LATAM,West,TEC-PH-6614,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",453.32,3,0.0,107.59,57.38,Critical,45,Male
9364,AZ-327-1230882,22-04-2012,25-04-2012,Same Day,CU-71395,Amazon Customer,Home Office,30301.0,Seattle,Washington,United States,US,West,TEC-PH-2725,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",355.09,5,0.0,84.11,46.66,Critical,58,Female
9365,AZ-233-7165187,18-03-2012,24-03-2012,Second Class,CU-23948,Amazon Customer,Home Office,,Seattle,Washington,United States,EU,West,TEC-PH-4851,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",271.83,3,0.2,10.26,33.32,Low,30,Female
9366,AZ-489-8597668,12-07-2014,14-07-2014,First Class,CU-49669,Amazon Customer,Consumer,,Seattle,Washington,United States,LATAM,West,TEC-PH-7148,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",167.45,1,0.0,39.72,21.42,Critical,43,Male
9367,AZ-524-6591845,02-10-2012,04-10-2012,First Class,CU-53695,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-7865,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",994.13,3,0.2,37.51,121.98,Critical,63,Male
9368,AZ-609-3405071,11-01-2012,15-01-2012,Same Day,CU-79688,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-3598,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",65.92,2,0.0,15.02,14.55,Low,51,Female
9369,AZ-694-7405546,22-09-2012,24-09-2012,Same Day,CU-44208,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-3564,Technology,Smartphones,"Motorola Edge Plus, Full Size",459.35,4,0.0,108.72,61.19,Critical,63,Female
9370,AZ-754-1508377,26-02-2012,29-02-2012,Second Class,CU-53791,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-6304,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",437.79,2,0.0,103.68,57.67,Medium,45,Male
9371,AZ-667-2650024,22-08-2012,25-08-2012,First Class,CU-64020,Amazon Customer,Consumer,,Seattle,Washington,United States,EU,West,TEC-PH-7232,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",218.05,5,0.0,51.4,31.08,High,68,Female
9372,AZ-898-9571090,14-05-2013,20-05-2013,First Class,CU-42464,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-6041,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",977.17,4,0.1,134.33,122.5,High,60,Male
9373,AZ-278-7663240,18-05-2012,22-05-2012,Standard Class,CU-49930,Amazon Customer,Corporate,30301.0,Seattle,Washington,United States,US,West,TEC-PH-5962,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",56.06,1,0.4,-9.65,12.43,Medium,30,Male
9374,AZ-314-2968062,06-11-2013,11-11-2013,Same Day,CU-52046,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-7818,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",136.96,2,0.1,18.55,19.94,Critical,30,Female
9375,AZ-172-8199186,05-02-2013,07-02-2013,First Class,CU-22016,Amazon Customer,Consumer,10001.0,Seattle,Washington,United States,APAC,West,TEC-PH-2686,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",193.94,5,0.4,-31.95,28.63,Medium,53,Female
9376,AZ-370-6852658,08-04-2012,12-04-2012,Standard Class,CU-19271,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-1967,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",144.56,1,0.0,33.96,21.77,High,33,Female
9377,AZ-453-6813481,30-11-2013,02-12-2013,Second Class,CU-16887,Amazon Customer,Corporate,,Seattle,Washington,United States,EU,West,TEC-PH-8753,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",104.23,4,0.0,24.42,16.4,Medium,42,Female
9378,AZ-418-5041328,27-12-2013,29-12-2013,Same Day,CU-24751,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-2983,Technology,Smartphones,"Motorola Edge Plus, Full Size",1284.28,5,0.0,304.99,160.83,Medium,58,Female
9379,AZ-674-9112499,12-04-2015,15-04-2015,Second Class,CU-31390,Amazon Customer,Consumer,60601.0,Seattle,Washington,United States,US,West,TEC-PH-9297,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",1356.34,5,0.0,322.19,168.92,Medium,26,Male
9380,AZ-283-1814356,05-06-2013,11-06-2013,Same Day,CU-30747,Amazon Customer,Consumer,60601.0,Seattle,Washington,United States,US,West,TEC-PH-7501,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",18.3,1,0.1,2.07,6.76,Low,39,Female
9381,AZ-773-2162320,07-11-2014,11-11-2014,Second Class,CU-34201,Amazon Customer,Home Office,90001.0,Seattle,Washington,United States,US,West,TEC-PH-6688,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",1773.88,5,0.1,244.49,215.88,High,29,Female
9382,AZ-421-1217522,05-01-2012,07-01-2012,Second Class,CU-23145,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-2861,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",455.96,4,0.0,107.88,61.1,High,63,Female
9383,AZ-932-9000824,13-12-2012,19-12-2012,First Class,CU-87995,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-8846,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",68.09,3,0.1,8.99,12.28,Low,31,Female
9384,AZ-392-4866692,20-04-2014,25-04-2014,Standard Class,CU-58859,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-7758,Technology,Smartphones,"Motorola Edge Plus, Full Size",561.56,2,0.0,133.52,68.7,High,48,Male
9385,AZ-155-4152502,21-03-2012,24-03-2012,Second Class,CU-38571,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-9238,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",2143.0,3,0.4,-347.68,262.27,High,43,Female
9386,AZ-303-2716126,14-01-2013,17-01-2013,First Class,CU-61475,Amazon Customer,Home Office,,Seattle,Washington,United States,LATAM,West,TEC-PH-8984,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",458.03,2,0.0,108.67,58.38,Critical,29,Male
9387,AZ-666-2780261,20-09-2013,23-09-2013,Second Class,CU-78019,Amazon Customer,Corporate,,Seattle,Washington,United States,EU,West,TEC-PH-2843,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",440.05,3,0.4,-71.68,56.7,High,27,Male
9388,AZ-342-1228552,23-05-2014,26-05-2014,Same Day,CU-16535,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-8570,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",21.96,1,0.2,0.33,7.66,Medium,41,Female
9389,AZ-847-7378969,24-10-2013,30-10-2013,Same Day,CU-56330,Amazon Customer,Corporate,,Seattle,Washington,United States,Africa,West,TEC-PH-8992,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",805.09,5,0.4,-130.84,100.79,Critical,36,Male
9390,AZ-626-1751247,29-08-2015,04-09-2015,Second Class,CU-56193,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-4067,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",618.82,5,0.2,22.73,82.07,High,36,Male
9391,AZ-176-6035992,02-08-2013,07-08-2013,First Class,CU-95992,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-2542,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",490.3,1,0.0,116.35,62.29,High,18,Female
